OBJECTID,POBTOTAL,PPOBTOTAL,POBRURAL,PPOBRURAL,POBURBANA,PPOBURBAN,VIV_TOT,PVIVTOT,VIVRURAL,PVIVRUR,VIVURBANA,PVIVURBAN,INDIRURAL,PINDIRUR,AFRORURAL,PAFRORUR,INDIURBAN,PINDIURB,AFROURBAN,PAFROURB,PORURCNBI,PPORUCNBI,VIRURCNBI,PVIRUCNBI,HORURCNBI,PHORUCNBI,MURURCNBI,PMURUCNBI,INDRUCNBI,AFRRUCNBI,RESRUCNBI,PRUPRUNBI,TOTINDIGE,PPOBINDI,PINDRUNBI,TOTAFRO,PPOBAFRO,PAFRRUNBI,UNIDTERR1,UNIDTERR2,UNIDTERR3,PAIS,GID_3
88,7203,0.05,7203,100,0,0,2728,0.06,2728,100,0,0,742,10.3,54,0.75,0,0,0,0,4760,0.14,1270,46.5,2315,0.13,2445,0.14,666,40,4054,66.08,742,10.3,89.76,54,0.75,74.07,COTOPAXI,SALCEDO,MULLIQUINDIL (SANTA ANA),Ecuador,ECU.6.5.4_1
89,3455,0.02,3455,100,0,0,1158,0.02,1158,100,0,0,105,3.04,15,0.43,0,0,0,0,1584,0.05,383,33,736,0.04,848,0.05,68,1,1515,45.85,105,3.04,64.76,15,0.43,6.67,COTOPAXI,SALCEDO,PANSALEO,Ecuador,ECU.6.5.5_1
90,13404,0.09,6199,46.2,7205,53.75,4476,0.1,2276,50.8,2200,49.15,2174,35,3,0.05,716,9.94,204,0.03,4544,0.13,1028,45.1,2126,0.12,2418,0.14,1914,2,2628,73.3,2890,21.56,88.04,207,1.54,66.67,COTOPAXI,SAQUISILI,SAQUISILI,Ecuador,ECU.6.6.3_1
91,5455,0.04,5455,100,0,0,1889,0.04,1889,100,0,0,3644,66.8,14,0.26,0,0,0,0,4429,0.13,949,50.2,2140,0.12,2289,0.13,3161,7,1261,81.19,3644,66.8,86.75,14,0.26,50,COTOPAXI,SAQUISILI,CANCHAGUA,Ecuador,ECU.6.6.1_1
92,1035,0.01,1035,100,0,0,354,0.01,354,100,0,0,56,5.41,12,1.16,0,0,0,0,610,0.02,118,33.3,268,0.02,342,0.02,46,9,555,58.94,56,5.41,82.14,12,1.16,75,COTOPAXI,SAQUISILI,CHANTILIN,Ecuador,ECU.6.7.1_1
93,5426,0.04,5426,100,0,0,1648,0.04,1648,100,0,0,5404,99.5,1,0.02,0,0,0,0,4558,0.13,908,55.1,2147,0.12,2411,0.14,4547,1,10,84,5404,99.59,84.14,1,0.02,100,COTOPAXI,SAQUISILI,COCHAPAMBA,Ecuador,ECU.6.6.2_1
94,7933,0.05,5986,75.4,1947,24.54,3517,0.08,2699,76.7,818,23.26,430,7.18,38,0.63,57,2.93,53,0.01,5389,0.16,1362,50.4,2735,0.16,2654,0.15,392,35,4962,90.03,487,6.14,91.16,91,1.15,92.11,COTOPAXI,SIGCHOS,SIGCHOS,Ecuador,ECU.6.8.5_1
95,7811,0.05,7811,100,0,0,2114,0.05,2114,100,0,0,6619,84.7,7,0.09,0,0,0,0,6522,0.19,1162,54.9,3149,0.18,3373,0.2,5531,7,984,83.5,6619,84.74,83.56,7,0.09,100,COTOPAXI,SIGCHOS,CHUGCHILLAN,Ecuador,ECU.6.8.1_1
96,3227,0.02,3227,100,0,0,1234,0.03,1234,100,0,0,1827,56.6,45,1.39,0,0,0,0,2819,0.08,683,55.3,1422,0.08,1397,0.08,1693,37,1089,87.36,1827,56.62,92.67,45,1.39,82.22,COTOPAXI,SIGCHOS,ISINLIVI,Ecuador,ECU.6.8.2_1
97,1943,0.01,1943,100,0,0,775,0.02,775,100,0,0,6,0.31,12,0.62,0,0,0,0,1432,0.04,339,43.7,751,0.04,681,0.04,4,7,1421,73.7,6,0.31,66.67,12,0.62,58.33,COTOPAXI,SIGCHOS,LAS PAMPAS,Ecuador,ECU.6.8.3_1
98,1030,0.01,1030,100,0,0,431,0.01,431,100,0,0,8,0.78,16,1.55,0,0,0,0,761,0.02,180,41.7,413,0.02,348,0.02,2,13,746,73.88,8,0.78,25,16,1.55,81.25,COTOPAXI,SIGCHOS,PALO QUEMADO,Ecuador,ECU.6.8.4_1
99,156723,1.08,10399,6.64,146324,93.36,51182,1.1,3444,6.73,47738,93.27,1873,18,63,0.61,9783,6.69,2688,0.35,5369,0.15,1203,34.9,2536,0.14,2833,0.16,1372,26,3971,51.63,11656,7.44,73.25,2751,1.76,41.27,CHIMBORAZO,RIOBAMBA,RIOBAMBA,Ecuador,ECU.5.10.10_1
100,3160,0.02,3160,100,0,0,1937,0.04,1937,100,0,0,3155,99.8,0,0,0,0,0,0,2722,0.08,980,50.5,1213,0.07,1509,0.09,2719,0,3,86.14,3155,99.84,86.18,0,0,0,CHIMBORAZO,RIOBAMBA,CACHA (CAB. EN MACHANGARA),Ecuador,ECU.5.10.1_1
101,6469,0.04,6469,100,0,0,2568,0.06,2568,100,0,0,4519,69.8,63,0.97,0,0,0,0,4147,0.12,1081,42.1,1943,0.11,2204,0.13,3340,36,771,64.11,4519,69.86,73.91,63,0.97,57.14,CHIMBORAZO,RIOBAMBA,CALPI,Ecuador,ECU.5.10.2_1
102,2514,0.02,2514,100,0,0,1000,0.02,1000,100,0,0,26,1.03,13,0.52,0,0,0,0,1484,0.04,366,36.6,700,0.04,784,0.05,11,9,1464,59.03,26,1.03,42.31,13,0.52,69.23,CHIMBORAZO,RIOBAMBA,CUBIJIES,Ecuador,ECU.5.10.3_1
103,4546,0.03,4546,100,0,0,2718,0.06,2718,100,0,0,4487,98.7,1,0.02,0,0,0,0,3875,0.11,1405,51.6,1786,0.1,2089,0.12,3837,1,37,85.24,4487,98.7,85.51,1,0.02,100,CHIMBORAZO,RIOBAMBA,FLORES,Ecuador,ECU.5.10.4_1
104,7807,0.05,7807,100,0,0,3589,0.08,3589,100,0,0,7065,90.5,2,0.03,0,0,0,0,5321,0.15,1511,42.1,2401,0.14,2920,0.17,5084,1,236,68.16,7065,90.5,71.96,2,0.03,50,CHIMBORAZO,RIOBAMBA,LICTO,Ecuador,ECU.5.10.6_1
105,5954,0.04,5954,100,0,0,2475,0.05,2475,100,0,0,5277,88.6,14,0.24,0,0,0,0,4419,0.13,1094,44.2,2110,0.12,2309,0.13,4047,10,362,74.22,5277,88.63,76.69,14,0.24,71.43,CHIMBORAZO,RIOBAMBA,PUNGALA,Ecuador,ECU.5.10.7_1
106,5976,0.04,5976,100,0,0,2787,0.06,2787,100,0,0,4989,83.4,14,0.23,0,0,0,0,4557,0.13,1400,50.2,2022,0.12,2535,0.15,4026,8,523,76.26,4989,83.48,80.7,14,0.23,57.14,CHIMBORAZO,RIOBAMBA,PUNIN,Ecuador,ECU.5.10.8_1
107,5257,0.04,5257,100,0,0,2493,0.05,2493,100,0,0,1619,30.8,33,0.63,0,0,0,0,4103,0.12,1104,44.2,1934,0.11,2169,0.13,1377,23,2703,78.05,1619,30.8,85.05,33,0.63,69.7,CHIMBORAZO,RIOBAMBA,QUIMIAG,Ecuador,ECU.5.10.9_1
108,7370,0.05,7370,100,0,0,2711,0.06,2711,100,0,0,6530,88.6,2,0.03,0,0,0,0,4863,0.14,1121,41.3,2241,0.13,2622,0.15,4576,0,287,65.98,6530,88.6,70.08,2,0.03,0,CHIMBORAZO,RIOBAMBA,SAN JUAN,Ecuador,ECU.5.10.11_1
109,12002,0.08,12002,100,0,0,3813,0.08,3813,100,0,0,4060,33.8,110,0.92,0,0,0,0,5744,0.17,1336,35,2714,0.16,3030,0.18,2359,34,3351,47.86,4060,33.83,58.1,110,0.92,30.91,CHIMBORAZO,RIOBAMBA,SAN LUIS,Ecuador,ECU.5.10.12_1
110,10210,0.07,3880,38,6330,62,3522,0.08,1167,33.1,2355,66.87,3197,82.4,13,0.34,436,6.89,121,0.02,3096,0.09,667,57.1,1537,0.09,1559,0.09,2568,9,519,79.79,3633,35.58,80.33,134,1.31,69.23,CHIMBORAZO,ALAUSI,ALAUSI,Ecuador,ECU.5.1.2_1
111,10529,0.07,10529,100,0,0,3662,0.08,3662,100,0,0,9702,92.1,13,0.12,0,0,0,0,9634,0.28,2272,62,4582,0.26,5052,0.29,9066,11,557,91.5,9702,92.15,93.44,13,0.12,84.62,CHIMBORAZO,ALAUSI,ACHUPALLAS,Ecuador,ECU.5.1.1_1
112,2413,0.02,2413,100,0,0,1189,0.03,1189,100,0,0,1490,61.7,20,0.83,0,0,0,0,1712,0.05,430,36.1,802,0.05,910,0.05,1348,4,360,70.95,1490,61.75,90.47,20,0.83,20,CHIMBORAZO,ALAUSI,GUASUNTOS,Ecuador,ECU.5.1.3_1
113,2352,0.02,2352,100,0,0,1095,0.02,1095,100,0,0,190,8.08,33,1.4,0,0,0,0,1623,0.05,409,37.3,795,0.05,828,0.05,160,10,1453,69.01,190,8.08,84.21,33,1.4,30.3,CHIMBORAZO,ALAUSI,HUIGRA,Ecuador,ECU.5.1.4_1
114,2084,0.01,2084,100,0,0,802,0.02,802,100,0,0,440,21.1,4,0.19,0,0,0,0,1640,0.05,404,50.3,832,0.05,808,0.05,364,4,1272,78.69,440,21.11,82.73,4,0.19,100,CHIMBORAZO,ALAUSI,MULTITUD,Ecuador,ECU.5.1.5_1
115,345,0,345,100,0,0,132,0,132,100,0,0,127,36.8,0,0,0,0,0,0,154,0,38,28.7,72,0,82,0,51,0,103,44.64,127,36.81,40.16,0,0,0,CHIMBORAZO,ALAUSI,PISTISHI (NARIZ DEL DIABLO),Ecuador,ECU.5.1.6_1
116,905,0.01,905,100,0,0,331,0.01,331,100,0,0,361,39.8,12,1.33,0,0,0,0,754,0.02,182,54.9,347,0.02,407,0.02,313,10,431,83.31,361,39.89,86.7,12,1.33,83.33,CHIMBORAZO,ALAUSI,PUMALLACTA,Ecuador,ECU.5.1.7_1
117,803,0.01,803,100,0,0,311,0.01,311,100,0,0,14,1.74,3,0.37,0,0,0,0,588,0.02,144,46.3,270,0.02,318,0.02,7,3,578,73.23,14,1.74,50,3,0.37,100,CHIMBORAZO,ALAUSI,SEVILLA,Ecuador,ECU.5.1.8_1
118,3869,0.03,3869,100,0,0,1625,0.03,1625,100,0,0,560,14.4,19,0.49,0,0,0,0,3184,0.09,776,47.7,1564,0.09,1620,0.09,541,18,2625,82.3,560,14.47,96.61,19,0.49,94.74,CHIMBORAZO,ALAUSI,SIBAMBE,Ecuador,ECU.5.1.9_1
119,10579,0.07,10579,100,0,0,3485,0.07,3485,100,0,0,9480,89.6,22,0.21,0,0,0,0,9256,0.27,2122,60.8,4467,0.26,4789,0.28,8526,8,722,87.49,9480,89.61,89.94,22,0.21,36.36,CHIMBORAZO,ALAUSI,TIXAN,Ecuador,ECU.5.1.10_1
120,18561,0.13,16248,87.5,2313,12.46,8635,0.19,7774,90,861,9.97,14869,91.5,7,0.04,613,26.5,12,0,10592,0.31,3286,42.2,5002,0.29,5590,0.33,9996,7,589,65.19,15482,83.41,67.23,19,0.1,100,CHIMBORAZO,COLTA,VILLA LA UNION (CAJABAMBA),Ecuador,ECU.5.4.5_1
121,962,0.01,962,100,0,0,402,0.01,402,100,0,0,49,5.09,11,1.14,0,0,0,0,848,0.02,230,57.2,434,0.02,414,0.02,47,11,790,88.15,49,5.09,95.92,11,1.14,100,CHIMBORAZO,COLTA,CAI,Ecuador,ECU.5.4.1_1
122,15862,0.11,15862,100,0,0,7111,0.15,7111,100,0,0,15639,98.5,1,0.01,0,0,0,0,12791,0.37,3788,53.2,6284,0.36,6507,0.38,12657,1,133,80.64,15639,98.59,80.93,1,0.01,100,CHIMBORAZO,COLTA,COLUMBE,Ecuador,ECU.5.4.2_1
123,3918,0.03,3918,100,0,0,1395,0.03,1395,100,0,0,2559,65.3,9,0.23,0,0,0,0,3305,0.1,773,55.4,1619,0.09,1686,0.1,2264,7,1034,84.35,2559,65.31,88.47,9,0.23,77.78,CHIMBORAZO,COLTA,JUAN DE VELASCO (PANGOR),Ecuador,ECU.5.4.3_1
124,5668,0.04,5668,100,0,0,4146,0.09,4146,100,0,0,5567,98.2,3,0.05,0,0,0,0,4676,0.13,1972,47.5,2112,0.12,2564,0.15,4610,0,66,82.5,5567,98.22,82.81,3,0.05,0,CHIMBORAZO,COLTA,SANTIAGO DE QUITO (CAB. EN SAN ANTONIO DE QUITO),Ecuador,ECU.5.4.4_1
125,11885,0.08,7426,62.4,4459,37.52,4478,0.1,3057,68.2,1421,31.73,988,13.3,58,0.78,119,2.67,134,0.02,4440,0.13,1108,36.2,2120,0.12,2320,0.13,698,21,3721,59.79,1107,9.31,70.65,192,1.62,36.21,CHIMBORAZO,CHAMBO,CHAMBO,Ecuador,ECU.5.2.1_1
126,7405,0.05,3621,48.9,3784,51.1,2713,0.06,1367,50.3,1346,49.61,196,5.41,28,0.77,58,1.53,185,0.02,3152,0.09,739,54,1560,0.09,1592,0.09,187,26,2939,87.05,254,3.43,95.41,213,2.88,92.86,CHIMBORAZO,CHUNCHI,CHUNCHI,Ecuador,ECU.5.3.2_1
127,899,0.01,899,100,0,0,458,0.01,458,100,0,0,37,4.12,2,0.22,0,0,0,0,744,0.02,199,43.4,353,0.02,391,0.02,25,2,717,82.76,37,4.12,67.57,2,0.22,100,CHIMBORAZO,CHUNCHI,CAPZOL,Ecuador,ECU.5.3.1_1
128,878,0.01,878,100,0,0,383,0.01,383,100,0,0,1,0.11,2,0.23,0,0,0,0,769,0.02,195,50.9,381,0.02,388,0.02,1,2,766,87.59,1,0.11,100,2,0.23,100,CHIMBORAZO,CHUNCHI,COMPUD,Ecuador,ECU.5.3.3_1
129,1729,0.01,1729,100,0,0,800,0.02,800,100,0,0,148,8.56,11,0.64,0,0,0,0,1172,0.03,285,35.6,551,0.03,621,0.04,101,1,1070,67.78,148,8.56,68.24,11,0.64,9.09,CHIMBORAZO,CHUNCHI,GONZOL,Ecuador,ECU.5.3.4_1
130,1775,0.01,1775,100,0,0,809,0.02,809,100,0,0,145,8.17,41,2.31,0,0,0,0,1258,0.04,315,38.9,586,0.03,672,0.04,89,27,1142,70.87,145,8.17,61.38,41,2.31,65.85,CHIMBORAZO,CHUNCHI,LLAGOS,Ecuador,ECU.5.3.5_1
131,24638,0.17,21990,89.2,2648,10.75,7933,0.17,6840,86.2,1093,13.78,21825,99.2,3,0.01,1164,43.96,36,0,17608,0.51,4163,60.8,8664,0.5,8944,0.52,17517,1,90,80.07,22989,93.31,80.26,39,0.16,33.33,CHIMBORAZO,GUAMOTE,GUAMOTE,Ecuador,ECU.5.6.2_1
132,8218,0.06,8218,100,0,0,3076,0.07,3076,100,0,0,7602,92.5,2,0.02,0,0,0,0,6887,0.2,1671,54.3,3359,0.19,3528,0.21,6444,2,441,83.8,7602,92.5,84.77,2,0.02,100,CHIMBORAZO,GUAMOTE,CEBADAS,Ecuador,ECU.5.6.1_1
133,12297,0.08,12297,100,0,0,3546,0.08,3546,100,0,0,12073,98.1,7,0.06,0,0,0,0,10829,0.31,2365,66.6,5293,0.3,5536,0.32,10684,7,138,88.06,12073,98.18,88.49,7,0.06,100,CHIMBORAZO,GUAMOTE,PALMIRA,Ecuador,ECU.5.6.3_1
134,341,0,341,100,0,0,192,0,192,100,0,0,0,0,0,0,0,0,0,0,223,0.01,81,42.1,121,0.01,102,0.01,0,0,223,65.4,0,0,0,0,0,0,CHIMBORAZO,GUANO,GUANANDO,Ecuador,ECU.5.7.1_1
135,1662,0.01,1662,100,0,0,697,0.01,697,100,0,0,17,1.02,1,0.06,0,0,0,0,1191,0.03,292,41.8,570,0.03,621,0.04,10,0,1181,71.66,17,1.02,58.82,1,0.06,0,CHIMBORAZO,GUANO,ILAPO,Ecuador,ECU.5.7.3_1
136,553,0,553,100,0,0,332,0.01,332,100,0,0,4,0.72,7,1.27,0,0,0,0,357,0.01,107,32.2,167,0.01,190,0.01,4,2,351,64.56,4,0.72,100,7,1.27,28.57,CHIMBORAZO,GUANO,LA PROVIDENCIA,Ecuador,ECU.5.7.4_1
137,13481,0.09,13481,100,0,0,5202,0.11,5202,100,0,0,4968,36.8,54,0.4,0,0,0,0,9144,0.26,2346,45.1,4397,0.25,4747,0.28,3877,24,5243,67.83,4968,36.85,78.04,54,0.4,44.44,CHIMBORAZO,GUANO,SAN ANDRES,Ecuador,ECU.5.7.5_1
138,2439,0.02,2439,100,0,0,979,0.02,979,100,0,0,51,2.09,24,0.98,0,0,0,0,1407,0.04,379,38.7,633,0.04,774,0.05,15,12,1380,57.69,51,2.09,29.41,24,0.98,50,CHIMBORAZO,GUANO,SAN GERARDO DE PACAICAGUAN,Ecuador,ECU.5.7.6_1
139,4744,0.03,4744,100,0,0,2063,0.04,2063,100,0,0,434,9.15,18,0.38,0,0,0,0,3700,0.11,921,44.6,1786,0.1,1914,0.11,367,15,3318,77.99,434,9.15,84.56,18,0.38,83.33,CHIMBORAZO,GUANO,SAN ISIDRO DE PATULU,Ecuador,ECU.5.7.7_1
140,1037,0.01,1037,100,0,0,473,0.01,473,100,0,0,12,1.16,22,2.12,0,0,0,0,690,0.02,176,37.2,330,0.02,360,0.02,8,7,675,66.54,12,1.16,66.67,22,2.12,31.82,CHIMBORAZO,GUANO,SAN JOSE DEL CHAZO,Ecuador,ECU.5.7.8_1
141,1673,0.01,1673,100,0,0,615,0.01,615,100,0,0,20,1.2,1,0.06,0,0,0,0,886,0.03,207,33.6,442,0.03,444,0.03,9,0,877,52.96,20,1.2,45,1,0.06,0,CHIMBORAZO,GUANO,SANTA FE DE GALAN,Ecuador,ECU.5.7.9_1
142,404,0,404,100,0,0,155,0,155,100,0,0,16,3.96,0,0,0,0,0,0,328,0.01,81,52.2,173,0.01,155,0.01,16,0,312,81.19,16,3.96,100,0,0,0,CHIMBORAZO,GUANO,VALPARAISO,Ecuador,ECU.5.7.10_1
143,11544,0.08,7731,66.9,3813,33.03,4275,0.09,2876,67.2,1399,32.73,3056,39.5,42,0.54,501,13.14,60,0.01,5864,0.17,1403,48.7,2905,0.17,2959,0.17,2399,36,3429,75.85,3557,30.81,78.5,102,0.88,85.71,CHIMBORAZO,PALLATANGA,PALLATANGA,Ecuador,ECU.5.8.1_1
144,2089,0.01,1025,49,1064,50.93,1314,0.03,721,54.8,593,45.13,7,0.68,5,0.49,7,0.66,39,0.01,576,0.02,166,23,276,0.02,300,0.02,7,3,566,56.2,14,0.67,100,44,2.11,60,CHIMBORAZO,PENIPE,PENIPE,Ecuador,ECU.5.9.5_1
145,1265,0.01,1265,100,0,0,650,0.01,650,100,0,0,2,0.16,4,0.32,0,0,0,0,535,0.02,130,20,262,0.01,273,0.02,0,2,533,42.29,2,0.16,0,4,0.32,50,CHIMBORAZO,PENIPE,EL ALTAR,Ecuador,ECU.5.9.2_1
146,991,0.01,991,100,0,0,498,0.01,498,100,0,0,1,0.1,17,1.72,0,0,0,0,399,0.01,107,21.4,181,0.01,218,0.01,0,4,395,40.26,1,0.1,0,17,1.72,23.53,CHIMBORAZO,PENIPE,MATUS,Ecuador,ECU.5.9.4_1
147,622,0,622,100,0,0,372,0.01,372,100,0,0,16,2.57,1,0.16,0,0,0,0,352,0.01,101,27.1,180,0.01,172,0.01,6,1,345,56.59,16,2.57,37.5,1,0.16,100,CHIMBORAZO,PENIPE,PUELA,Ecuador,ECU.5.9.6_1
148,1101,0.01,1101,100,0,0,555,0.01,555,100,0,0,1,0.09,22,2,0,0,0,0,521,0.02,132,23.7,248,0.01,273,0.02,1,9,511,47.32,1,0.09,100,22,2,40.91,CHIMBORAZO,PENIPE,SAN ANTONIO DE BAYUSHIG,Ecuador,ECU.5.9.7_1
149,475,0,475,100,0,0,239,0.01,239,100,0,0,3,0.63,0,0,0,0,0,0,241,0.01,57,23.8,114,0.01,127,0.01,2,0,239,50.74,3,0.63,66.67,0,0,0,CHIMBORAZO,PENIPE,LA CANDELARIA,Ecuador,ECU.5.9.3_1
150,196,0,196,100,0,0,149,0,149,100,0,0,0,0,1,0.51,0,0,0,0,102,0,29,19.4,54,0,48,0,0,0,102,52.04,0,0,0,1,0.51,0,CHIMBORAZO,PENIPE,BILBAO (CAB. EN QUILLUYACU),Ecuador,ECU.5.9.1_1
151,12922,0.09,4296,33.2,8626,66.75,4522,0.1,1626,35.9,2896,64.04,276,6.42,124,2.89,301,3.49,417,0.05,2908,0.08,692,42.5,1454,0.08,1454,0.08,247,99,2562,67.69,577,4.47,89.49,541,4.19,79.84,CHIMBORAZO,CUMANDA,CUMANDA,Ecuador,ECU.5.5.1_1
152,161868,1.12,7833,4.84,154035,95.16,46848,1.01,2825,6.03,44023,93.97,95,1.21,4372,55.8,1146,0.74,86968,11.23,3944,0.11,885,31.3,1924,0.11,2020,0.12,35,2376,1533,50.35,1241,0.77,36.84,91340,56.43,54.35,ESMERALDAS,ESMERALDAS,ESMERALDAS,Ecuador,ECU.8.3.4_1
153,2817,0.02,2817,100,0,0,969,0.02,969,100,0,0,1,0.04,1538,54.6,0,0,0,0,2182,0.06,478,49.3,1130,0.06,1052,0.06,1,1259,922,77.46,1,0.04,100,1538,54.6,81.86,ESMERALDAS,ESMERALDAS,CAMARONES (CAB. EN SAN VICENTE),Ecuador,ECU.8.3.1_1
154,2354,0.02,2354,100,0,0,657,0.01,657,100,0,0,4,0.17,903,38.3,0,0,0,0,2162,0.06,492,74.8,1200,0.07,962,0.06,4,800,1358,91.84,4,0.17,100,903,38.36,88.59,ESMERALDAS,ESMERALDAS,CRNEL. CARLOS CONCHA TORRES (CAB. EN HUELE),Ecuador,ECU.8.3.3_1
155,4552,0.03,4552,100,0,0,1370,0.03,1370,100,0,0,6,0.13,2311,50.7,0,0,0,0,3457,0.1,769,56.1,1800,0.1,1657,0.1,6,1757,1694,75.94,6,0.13,100,2311,50.77,76.03,ESMERALDAS,ESMERALDAS,CHINCA,Ecuador,ECU.8.3.2_1
156,2534,0.02,2534,100,0,0,749,0.02,749,100,0,0,1,0.04,716,28.2,0,0,0,0,2044,0.06,439,58.6,1104,0.06,940,0.05,1,563,1480,80.66,1,0.04,100,716,28.26,78.63,ESMERALDAS,ESMERALDAS,MAJUA,Ecuador,ECU.8.3.5_1
157,5739,0.04,5739,100,0,0,1677,0.04,1677,100,0,0,20,0.35,3220,56.1,0,0,0,0,3869,0.11,846,50.4,2070,0.12,1799,0.1,10,2134,1725,67.42,20,0.35,50,3220,56.11,66.27,ESMERALDAS,ESMERALDAS,SAN MATEO,Ecuador,ECU.8.3.6_1
158,2660,0.02,2660,100,0,0,877,0.02,877,100,0,0,54,2.03,1295,48.6,0,0,0,0,1976,0.06,449,51.2,1026,0.06,950,0.06,39,1030,907,74.29,54,2.03,72.22,1295,48.68,79.54,ESMERALDAS,ESMERALDAS,TABIAZO,Ecuador,ECU.8.3.7_1
159,3983,0.03,3983,100,0,0,1200,0.03,1200,100,0,0,3,0.08,2332,58.5,0,0,0,0,2309,0.07,494,41.1,1180,0.07,1129,0.07,0,1389,920,57.97,3,0.08,0,2332,58.55,59.56,ESMERALDAS,ESMERALDAS,TACHINA,Ecuador,ECU.8.3.8_1
160,2997,0.02,2997,100,0,0,952,0.02,952,100,0,0,5,0.17,1554,51.8,0,0,0,0,1577,0.05,322,33.8,795,0.05,782,0.05,2,849,726,52.62,5,0.17,40,1554,51.85,54.63,ESMERALDAS,ESMERALDAS,VUELTA LARGA,Ecuador,ECU.8.3.9_1
161,6226,0.04,924,14.8,5302,85.16,1621,0.03,295,18.2,1326,81.8,1,0.11,811,87.7,6,0.11,4757,0.61,846,0.02,202,68.4,442,0.03,404,0.02,0,754,92,91.56,7,0.11,0,5568,89.43,92.97,ESMERALDAS,ELOY ALFARO,VALDEZ (LIMONES),Ecuador,ECU.8.2.16_1
162,2537,0.02,2537,100,0,0,771,0.02,771,100,0,0,10,0.39,1058,41.7,0,0,0,0,2360,0.07,537,69.6,1326,0.08,1034,0.06,8,997,1355,93.02,10,0.39,80,1058,41.7,94.23,ESMERALDAS,ELOY ALFARO,ANCHAYACU,Ecuador,ECU.8.2.1_1
163,1454,0.01,1454,100,0,0,370,0.01,370,100,0,0,653,44.9,750,51.5,0,0,0,0,1337,0.04,245,66.2,667,0.04,670,0.04,638,662,37,91.95,653,44.91,97.7,750,51.58,88.27,ESMERALDAS,ELOY ALFARO,ATAHUALPA (CAB. EN CAMARONES),Ecuador,ECU.8.2.2_1
164,7696,0.05,7696,100,0,0,2354,0.05,2354,100,0,0,691,8.98,4811,62.5,0,0,0,0,4869,0.14,1049,44.5,2469,0.14,2400,0.14,641,2919,1309,63.27,691,8.98,92.76,4811,62.51,60.67,ESMERALDAS,ELOY ALFARO,BORBON,Ecuador,ECU.8.2.3_1
165,4366,0.03,4366,100,0,0,1393,0.03,1393,100,0,0,2,0.05,2613,59.8,0,0,0,0,3673,0.11,852,61.1,1895,0.11,1778,0.1,2,2264,1407,84.13,2,0.05,100,2613,59.85,86.64,ESMERALDAS,ELOY ALFARO,LA TOLA,Ecuador,ECU.8.2.5_1
166,352,0,352,100,0,0,115,0,115,100,0,0,0,0,333,94.6,0,0,0,0,330,0.01,77,66.9,185,0.01,145,0.01,0,317,13,93.75,0,0,0,333,94.6,95.2,ESMERALDAS,ELOY ALFARO,LUIS VARGAS TORRES (CAB. EN PLAYA DE ORO),Ecuador,ECU.8.2.6_1
167,1861,0.01,1861,100,0,0,600,0.01,600,100,0,0,9,0.48,1469,78.9,0,0,0,0,1142,0.03,259,43.1,586,0.03,556,0.03,2,886,254,61.36,9,0.48,22.22,1469,78.94,60.31,ESMERALDAS,ELOY ALFARO,MALDONADO,Ecuador,ECU.8.2.7_1
168,1118,0.01,1118,100,0,0,320,0.01,320,100,0,0,0,0,1043,93.2,0,0,0,0,1104,0.03,248,77.5,590,0.03,514,0.03,0,1031,73,98.75,0,0,0,1043,93.29,98.85,ESMERALDAS,ELOY ALFARO,PAMPANAL DE BOLIVAR,Ecuador,ECU.8.2.8_1
169,1430,0.01,1430,100,0,0,443,0.01,443,100,0,0,164,11.4,1070,74.8,0,0,0,0,1319,0.04,326,73.5,698,0.04,621,0.04,164,972,183,92.24,164,11.47,100,1070,74.83,90.84,ESMERALDAS,ELOY ALFARO,SAN FRANCISCO DE ONZOLE,Ecuador,ECU.8.2.9_1
170,1934,0.01,1934,100,0,0,501,0.01,501,100,0,0,519,26.8,992,51.2,0,0,0,0,1888,0.05,407,81.2,1025,0.06,863,0.05,513,971,404,97.62,519,26.84,98.84,992,51.29,97.88,ESMERALDAS,ELOY ALFARO,SANTO DOMINGO DE ONZOLE,Ecuador,ECU.8.2.12_1
171,1166,0.01,1166,100,0,0,382,0.01,382,100,0,0,1,0.09,1111,95.2,0,0,0,0,909,0.03,221,57.8,463,0.03,446,0.03,0,869,40,77.96,1,0.09,0,1111,95.28,78.22,ESMERALDAS,ELOY ALFARO,SELVA ALEGRE,Ecuador,ECU.8.2.13_1
172,5639,0.04,5639,100,0,0,1127,0.02,1127,100,0,0,3957,70.1,1536,27.2,0,0,0,0,5424,0.16,938,83.2,2833,0.16,2591,0.15,3861,1437,126,96.19,3957,70.17,97.57,1536,27.24,93.55,ESMERALDAS,ELOY ALFARO,TELEMBI,Ecuador,ECU.8.2.14_1
173,1410,0.01,1410,100,0,0,419,0.01,419,100,0,0,23,1.63,1315,93.2,0,0,0,0,1006,0.03,230,54.8,534,0.03,472,0.03,15,936,55,71.35,23,1.63,65.22,1315,93.26,71.18,ESMERALDAS,ELOY ALFARO,COLON ELOY DEL MARIA,Ecuador,ECU.8.2.4_1
174,1513,0.01,1513,100,0,0,437,0.01,437,100,0,0,639,42.2,826,54.5,0,0,0,0,1388,0.04,285,65.2,720,0.04,668,0.04,615,730,43,91.74,639,42.23,96.24,826,54.59,88.38,ESMERALDAS,ELOY ALFARO,SAN JOSE DE CAYAPAS,Ecuador,ECU.8.2.10_1
